"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2014","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","9 014",""
"2014","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","14 995",""
"2014","Finland","Total","Age reached during the year","Unknown","Number","Total","1 135",""
"2014","Finland","From 10 to 14 years","Age reached during the year","Total","Number","Total","1 369",""
"2014","Finland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","206",""
"2014","Finland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","392",""
"2014","Finland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","751",""
"2014","Finland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","20",""
"2014","Finland","From 15 to 64 years","Age reached during the year","Total","Number","Total","24 952",""
"2014","Finland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","4 884",""
"2014","Finland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","7 156",""
"2014","Finland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","12 081",""
"2014","Finland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","831",""
"2014","Finland","65 years or over","Age reached during the year","Total","Number","Total","783",""
"2014","Finland","65 years or over","Age reached during the year","Reporting country","Number","Total","582",""
"2014","Finland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","84",""
"2014","Finland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","109",""
"2014","Finland","65 years or over","Age reached during the year","Unknown","Number","Total","8",""
"2014","Sweden","Total","Age reached during the year","Total","Number","Total","126 966",""
"2014","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15 194",""
"2014","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","27 582",""
"2014","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","84 028",""
"2014","Sweden","Total","Age reached during the year","Unknown","Number","Total","162",""
"2014","Sweden","From 10 to 14 years","Age reached during the year","Total","Number","Total","8 177",""
"2014","Sweden","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","875",""
"2014","Sweden","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","974",""
"2014","Sweden","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6 315",""
"2014","Sweden","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","13",""
"2014","Sweden","From 15 to 64 years","Age reached during the year","Total","Number","Total","97 082",""
"2014","Sweden","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","11 086",""
"2014","Sweden","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","22 153",""
"2014","Sweden","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","63 724",""
"2014","Sweden","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","119",""
"2014","Sweden","65 years or over","Age reached during the year","Total","Number","Total","2 436",""
"2014","Sweden","65 years or over","Age reached during the year","Reporting country","Number","Total","794",""
"2014","Sweden","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","572",""
"2014","Sweden","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 063",""
"2014","Sweden","65 years or over","Age reached during the year","Unknown","Number","Total","7",""
"2014","Iceland","Total","Age reached during the year","Total","Number","Total","5 368",""
"2014","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1 493",""
"2014","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 986",""
"2014","Iceland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","846",""
"2014","Iceland","Total","Age reached during the year","Unknown","Number","Total","43",""
"2014","Iceland","From 10 to 14 years","Age reached during the year","Total","Number","Total","217",""
"2014","Iceland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","118",""
"2014","Iceland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","55",""
"2014","Iceland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","43",""
"2014","Iceland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","1",""
"2014","Iceland","From 15 to 64 years","Age reached during the year","Total","Number","Total","4 438",""
"2014","Iceland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","1 160",""
"2014","Iceland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 594",""
"2014","Iceland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","644",""
"2014","Iceland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","40",""
"2014","Iceland","65 years or over","Age reached during the year","Total","Number","Total","69",""
"2014","Iceland","65 years or over","Age reached during the year","Reporting country","Number","Total","33",""
"2014","Iceland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","17",""
"2014","Iceland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","19",""
"2014","Iceland","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2014","Liechtenstein","Total","Age reached during the year","Total","Number","Total","615",""
"2014","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","44",""
"2014","Liechtenstein","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","244",""
"2014","Liechtenstein","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","327",""
"2014","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Liechtenstein","From 10 to 14 years","Age reached during the year","Total","Number","Total","22",""
"2014","Liechtenstein","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1",""
"2014","Liechtenstein","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","12",""
"2014","Liechtenstein","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9",""
"2014","Liechtenstein","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2014","Liechtenstein","From 15 to 64 years","Age reached during the year","Total","Number","Total","506",""
"2014","Liechtenstein","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","29",""
"2014","Liechtenstein","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","199",""
"2014","Liechtenstein","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","278",""
"2014","Liechtenstein","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2014","Liechtenstein","65 years or over","Age reached during the year","Total","Number","Total","25",""
"2014","Liechtenstein","65 years or over","Age reached during the year","Reporting country","Number","Total","6",""
"2014","Liechtenstein","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","13",""
"2014","Liechtenstein","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6",""
"2014","Liechtenstein","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2014","Norway","Total","Age reached during the year","Total","Number","Total","66 903",""
"2014","Norway","Total","Age reached during the year","Reporting country","Number","Total","4 465",""
"2014","Norway","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","33 613",""
"2014","Norway","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","28 825",""
"2014","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Norway","From 10 to 14 years","Age reached during the year","Total","Number","Total","2 817",""
"2014","Norway","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","328",""
"2014","Norway","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 054",""
"2014","Norway","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 435",""
"2014","Norway","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2014","Norway","From 15 to 64 years","Age reached during the year","Total","Number","Total","54 598",""
"2014","Norway","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","3 284",""
"2014","Norway","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","28 468",""
"2014","Norway","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","22 846",""
"2014","Norway","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2014","Norway","65 years or over","Age reached during the year","Total","Number","Total","914",""
"2014","Norway","65 years or over","Age reached during the year","Reporting country","Number","Total","393",""
"2014","Norway","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","210",""
"2014","Norway","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","311",""
"2014","Norway","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2014","Switzerland","Total","Age reached during the year","Total","Number","Total","156 282",""
"2014","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","19 377",""
"2014","Switzerland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","86 515",""
"2014","Switzerland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","49 649",""
"2014","Switzerland","Total","Age reached during the year","Unknown","Number","Total","741",""
"2014","Switzerland","From 10 to 14 years","Age reached during the year","Total","Number","Total","5 839",""
"2014","Switzerland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1 018",""
"2014","Switzerland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 878",""
"2014","Switzerland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 928",""
"2014","Switzerland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","15",""
"2014","Switzerland","From 15 to 64 years","Age reached during the year","Total","Number","Total","131 168",""
"2014","Switzerland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","14 380",""
"2014","Switzerland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","73 526",""
"2014","Switzerland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","42 601",""
"2014","Switzerland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","661",""
"2014","Switzerland","65 years or over","Age reached during the year","Total","Number","Total","4 147",""
"2014","Switzerland","65 years or over","Age reached during the year","Reporting country","Number","Total","1 566",""
"2014","Switzerland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 920",""
"2014","Switzerland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","650",""
"2014","Switzerland","65 years or over","Age reached during the year","Unknown","Number","Total","11",""
"2014","United Kingdom","Total","Age reached during the year","Total","Number","Total","631 991",""
"2014","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","67 889",""
"2014","United Kingdom","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","256 124",""
"2014","United Kingdom","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","307 978",""
"2014","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","United Kingdom","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2014","United Kingdom","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2014","United Kingdom","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2014","United Kingdom","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2014","United Kingdom","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2014","United Kingdom","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2014","United Kingdom","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2014","United Kingdom","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2014","United Kingdom","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2014","United Kingdom","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2014","United Kingdom","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2014","United Kingdom","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2014","United Kingdom","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2014","United Kingdom","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2014","United Kingdom","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2014","North Macedonia","Total","Age reached during the year","Total","Number","Total","1 935",""
"2014","North Macedonia","Total","Age reached during the year","Reporting country","Number","Total","184",""
"2014","North Macedonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","374",""
"2014","North Macedonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 376",""
"2014","North Macedonia","Total","Age reached during the year","Unknown","Number","Total","1",""
"2014","North Macedonia","From 10 to 14 years","Age reached during the year","Total","Number","Total","18",""
"2014","North Macedonia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","3",""
"2014","North Macedonia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3",""
"2014","North Macedonia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","12",""
"2014","North Macedonia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2014","North Macedonia","From 15 to 64 years","Age reached during the year","Total","Number","Total","1 753",""
"2014","North Macedonia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","125",""
"2014","North Macedonia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","347",""
"2014","North Macedonia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 280",""
"2014","North Macedonia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","1",""
"2014","North Macedonia","65 years or over","Age reached during the year","Total","Number","Total","86",""
"2014","North Macedonia","65 years or over","Age reached during the year","Reporting country","Number","Total","42",""
"2014","North Macedonia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","12",""
"2014","North Macedonia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","32",""
"2014","North Macedonia","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2015","Belgium","Total","Age reached during the year","Total","Number","Total","146 626",""
"2015","Belgium","Total","Age reached during the year","Reporting country","Number","Total","15 519",""
"2015","Belgium","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","55 299",""
"2015","Belgium","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","74 570",""
"2015","Belgium","Total","Age reached during the year","Unknown","Number","Total","1 238",""
"2015","Belgium","From 10 to 14 years","Age reached during the year","Total","Number","Total","7 209",""
"2015","Belgium","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","602",""
"2015","Belgium","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 590",""
"2015","Belgium","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","3 939",""
"2015","Belgium","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","78",""
"2015","Belgium","From 15 to 64 years","Age reached during the year","Total","Number","Total","117 707",""
"2015","Belgium","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","11 609",""
"2015","Belgium","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","44 234",""
"2015","Belgium","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","60 911",""
"2015","Belgium","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","953",""
"2015","Belgium","65 years or over","Age reached during the year","Total","Number","Total","2 656",""
"2015","Belgium","65 years or over","Age reached during the year","Reporting country","Number","Total","928",""
"2015","Belgium","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 078",""
"2015","Belgium","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","639",""
"2015","Belgium","65 years or over","Age reached during the year","Unknown","Number","Total","11",""
"2015","Bulgaria","Total","Age reached during the year","Total","Number","Total","25 223","p"
"2015","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","10 988","p"
"2015","Bulgaria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 915","p"
"2015","Bulgaria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","12 314","p"
"2015","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","6","p"
"2015","Bulgaria","From 10 to 14 years","Age reached during the year","Total","Number","Total","740","p"
"2015","Bulgaria","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","78","p"
"2015","Bulgaria","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","62","p"
"2015","Bulgaria","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","600","p"
"2015","Bulgaria","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0","p"
"2015","Bulgaria","From 15 to 64 years","Age reached during the year","Total","Number","Total","19 465","p"
"2015","Bulgaria","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","8 894","p"
"2015","Bulgaria","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 131","p"
"2015","Bulgaria","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9 436","p"
"2015","Bulgaria","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","4","p"
"2015","Bulgaria","65 years or over","Age reached during the year","Total","Number","Total","2 687","p"
"2015","Bulgaria","65 years or over","Age reached during the year","Reporting country","Number","Total","1 589","p"
"2015","Bulgaria","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","225","p"
"2015","Bulgaria","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","872","p"
"2015","Bulgaria","65 years or over","Age reached during the year","Unknown","Number","Total","1","p"
"2015","Czechia","Total","Age reached during the year","Total","Number","Total","29 602",""
"2015","Czechia","Total","Age reached during the year","Reporting country","Number","Total","6 232",""
"2015","Czechia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","11 622",""
"2015","Czechia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","11 748",""
"2015","Czechia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Czechia","From 10 to 14 years","Age reached during the year","Total","Number","Total","934",""
"2015","Czechia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","105",""
"2015","Czechia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","270",""
"2015","Czechia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","559",""
"2015","Czechia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","Czechia","From 15 to 64 years","Age reached during the year","Total","Number","Total","24 825",""
"2015","Czechia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","4 261",""
"2015","Czechia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","10 505",""
"2015","Czechia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","10 059",""
"2015","Czechia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","Czechia","65 years or over","Age reached during the year","Total","Number","Total","601",""
"2015","Czechia","65 years or over","Age reached during the year","Reporting country","Number","Total","125",""
"2015","Czechia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","305",""
"2015","Czechia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","171",""
"2015","Czechia","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2015","Denmark","Total","Age reached during the year","Total","Number","Total","78 492",""
"2015","Denmark","Total","Age reached during the year","Reporting country","Number","Total","15 370",""
"2015","Denmark","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","24 093",""
"2015","Denmark","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","37 060",""
"2015","Denmark","Total","Age reached during the year","Unknown","Number","Total","1 969",""
"2015","Denmark","From 10 to 14 years","Age reached during the year","Total","Number","Total","3 111",""
"2015","Denmark","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","681",""
"2015","Denmark","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","468",""
"2015","Denmark","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 904",""
"2015","Denmark","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","58",""
"2015","Denmark","From 15 to 64 years","Age reached during the year","Total","Number","Total","64 379",""
"2015","Denmark","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","12 323",""
"2015","Denmark","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","21 521",""
"2015","Denmark","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","28 824",""
"2015","Denmark","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","1 711",""
"2015","Denmark","65 years or over","Age reached during the year","Total","Number","Total","1 183",""
"2015","Denmark","65 years or over","Age reached during the year","Reporting country","Number","Total","737",""
"2015","Denmark","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","166",""
"2015","Denmark","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","263",""
"2015","Denmark","65 years or over","Age reached during the year","Unknown","Number","Total","17",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","1 571 047","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","59 622","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","437 582","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 028 733","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","45 110","e"
"2015","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Total","Number","Total","86 383","e"
"2015","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","3 554","e"
"2015","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","17 378","e"
"2015","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","62 652","e"
"2015","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","2 799","e"
"2015","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Total","Number","Total","1 240 788","e"
"2015","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","46 902","e"
"2015","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","367 835","e"
"2015","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","791 267","e"
"2015","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","34 784","e"
"2015","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Total","Number","Total","17 006","e"
"2015","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Reporting country","Number","Total","3 550","e"
"2015","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5 405","e"
"2015","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","7 751","e"
"2015","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Unknown","Number","Total","300","e"
"2015","Estonia","Total","Age reached during the year","Total","Number","Total","15 413","b"
"2015","Estonia","Total","Age reached during the year","Reporting country","Number","Total","7 542","b"
"2015","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 337","b"
"2015","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4 529","b"
"2015","Estonia","Total","Age reached during the year","Unknown","Number","Total","5","b"
"2015","Estonia","From 10 to 14 years","Age reached during the year","Total","Number","Total","279","b"
"2015","Estonia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","156","b"
"2015","Estonia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","34","b"
"2015","Estonia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","87","b"
"2015","Estonia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","2","b"
"2015","Estonia","From 15 to 64 years","Age reached during the year","Total","Number","Total","13 480",""
"2015","Estonia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","6 880",""
"2015","Estonia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 745",""
"2015","Estonia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","3 853",""
"2015","Estonia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","2",""
"2015","Estonia","65 years or over","Age reached during the year","Total","Number","Total","462",""
"2015","Estonia","65 years or over","Age reached during the year","Reporting country","Number","Total","121",""
"2015","Estonia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","127",""
"2015","Estonia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","214",""
"2015","Estonia","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2015","Ireland","Total","Age reached during the year","Total","Number","Total","80 792",""
"2015","Ireland","Total","Age reached during the year","Reporting country","Number","Total","28 562",""
"2015","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","28 659",""
"2015","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","22 624",""
"2015","Ireland","Total","Age reached during the year","Unknown","Number","Total","947",""
"2015","Ireland","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2015","Ireland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Ireland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Ireland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Ireland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2015","Ireland","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
